people_ID,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20,forecasts
1531,236,299,374,466,574,702,857,1080
1532,198,251,316,394,488,599,734,928
1533,342,424,526,646,789,959,1166,1446
1534,174,224,284,359,447,549,674,864
1535,317,395,490,602,737,897,1091,1355
1536,183,236,299,374,464,570,698,891
1537,154,201,258,327,408,503,618,801
1538,258,324,403,499,613,749,914,1143
1539,357,443,547,673,824,1001,1215,1507
1540,395,489,603,742,904,1098,1334,1650
1541,156,201,256,325,405,499,614,790
1542,155,199,254,321,399,492,606,777
1543,386,476,587,719,878,1067,1296,1599
1544,227,287,361,452,558,683,835,1056
1545,394,487,598,733,896,1088,1320,1628
1546,264,332,412,511,629,768,937,1172
1547,350,434,535,657,803,976,1188,1468
1548,238,299,374,463,570,698,851,1067
1549,364,450,554,681,832,1011,1227,1517
1550,257,322,401,497,613,748,913,1143
1551,188,242,304,380,470,577,707,898
1552,240,302,378,471,579,708,864,1087
1553,324,403,499,613,750,913,1109,1376
1554,110,146,192,245,308,382,473,623
1555,243,305,381,475,586,716,873,1098
1556,111,146,190,242,307,382,472,619
1557,163,211,267,337,419,515,635,812
1558,358,445,548,672,821,998,1212,1499
1559,232,293,369,459,567,693,847,1069
1560,404,500,615,756,923,1120,1359,1680
1561,114,153,198,253,319,395,488,642
1562,165,212,269,340,424,522,640,821
1563,169,217,274,345,430,529,650,830
1564,197,252,319,400,496,608,744,948
1565,447,549,675,826,1008,1222,1483,1825
1566,136,176,228,288,361,446,550,712
1567,344,428,530,651,796,969,1176,1460
1568,185,238,301,379,471,579,711,908
1569,168,217,277,346,431,530,649,832
1570,221,279,350,438,543,664,813,1027
1571,133,174,225,286,357,442,545,709
1572,309,387,481,592,726,884,1075,1340
1573,340,424,524,645,789,960,1166,1448
1574,299,375,464,575,703,857,1042,1300
1575,342,426,528,649,795,967,1176,1461
1576,230,291,366,457,563,688,842,1063
1577,271,338,421,522,640,781,952,1189
1578,284,354,441,544,668,815,994,1239
1579,163,212,271,341,423,520,639,822
1580,305,380,470,580,710,866,1054,1310
1581,195,250,315,396,491,602,737,939
1582,288,359,445,550,674,822,1000,1245
1583,286,358,444,549,673,820,999,1246
1584,420,517,637,781,952,1155,1400,1727
1585,422,521,641,784,956,1161,1407,1735
1586,151,195,250,316,396,488,601,775
1587,269,336,418,518,638,778,949,1186
1588,276,346,430,532,652,795,970,1210
1589,209,265,333,414,512,627,769,970
1590,394,489,602,740,902,1095,1329,1644
1591,437,539,663,810,987,1198,1453,1789
1592,283,356,442,548,672,819,999,1249
1593,112,148,195,250,315,390,485,639
1594,339,423,522,640,782,952,1157,1433
1595,330,411,507,627,768,934,1136,1412
1596,255,320,399,495,609,744,907,1137
1597,383,475,584,715,872,1059,1285,1586
1598,446,548,674,827,1009,1224,1484,1829
1599,228,288,361,449,555,679,829,1045
1600,410,505,623,762,929,1128,1368,1687
1601,184,235,296,370,458,562,688,873
1602,307,384,475,588,720,877,1069,1331
1603,110,147,191,247,310,385,478,630
1604,320,397,493,608,743,905,1101,1368
1605,118,157,202,257,322,400,495,645
1606,277,345,431,533,654,798,972,1214
1607,350,434,537,661,809,984,1194,1482
1608,149,193,248,315,395,487,598,775
1609,370,459,567,695,850,1033,1254,1552
1610,114,151,196,250,315,391,485,635
1611,263,329,410,506,621,759,926,1155
1612,285,358,446,550,676,824,1002,1253
1613,133,175,224,285,356,441,544,706
1614,307,382,475,587,719,876,1067,1329
1615,372,459,565,696,851,1035,1258,1555
1616,116,152,198,252,319,396,491,642
1617,385,477,587,719,876,1064,1291,1593
1618,379,470,578,711,869,1056,1284,1587
1619,167,216,274,345,428,526,648,829
1620,368,456,562,692,847,1029,1248,1547
1621,307,382,475,588,721,878,1068,1332
1622,233,293,365,453,560,685,836,1049
1623,261,326,406,505,619,756,923,1154
1624,165,212,270,338,421,518,638,815
1625,259,327,408,504,620,757,922,1156
1626,337,419,519,639,783,953,1158,1439
1627,156,201,258,324,403,497,612,785
1628,353,439,543,669,817,993,1207,1498
1629,380,471,582,714,874,1062,1289,1597
1630,139,181,231,295,368,455,562,727
1631,344,427,528,649,794,966,1174,1455
1632,270,338,421,520,639,780,953,1189
1633,192,243,306,382,475,583,716,906
1634,384,475,584,717,874,1062,1288,1590
1635,148,194,248,312,390,481,593,765
1636,141,182,234,297,373,461,568,735
1637,188,242,307,386,479,588,720,921
1638,215,271,341,423,523,640,782,985
1639,211,268,337,421,520,637,780,987
1640,395,489,603,742,904,1098,1332,1648
1641,186,236,299,373,464,569,698,886
1642,336,419,520,641,786,956,1163,1448
1643,257,323,405,502,616,752,918,1152
1644,193,247,311,390,484,594,727,925
1645,155,200,255,323,401,494,608,781
1646,448,553,680,830,1010,1225,1484,1827
1647,238,300,375,466,576,704,860,1082
1648,288,361,449,554,681,830,1012,1263
1649,213,272,343,429,529,648,794,1007
1650,141,185,236,302,377,465,573,744
1651,215,271,341,423,523,640,782,985
1652,422,521,640,786,959,1164,1411,1742
1653,251,317,396,490,602,735,897,1125
1654,147,192,246,310,387,477,589,759
1655,119,159,207,265,333,412,511,672
1656,439,541,664,813,992,1203,1458,1796
1657,227,287,360,447,551,674,825,1038
1658,400,495,609,746,912,1107,1342,1658
1659,192,246,310,386,479,587,719,912
1660,165,212,271,340,423,521,641,821
1661,360,445,549,674,823,1001,1217,1504
1662,301,377,467,576,706,861,1048,1305
1663,115,154,200,256,323,400,495,652
1664,359,446,550,678,828,1006,1223,1516
1665,415,514,631,772,941,1142,1386,1708
1666,281,352,439,545,669,815,993,1244
1667,144,186,237,302,377,465,574,739
1668,388,481,591,725,886,1076,1306,1613
1669,163,212,268,336,418,514,631,807
1670,303,380,470,578,708,862,1051,1306
1671,204,260,327,410,509,624,765,971
1672,377,466,576,709,866,1052,1277,1582
1673,213,272,341,426,525,643,786,994
1674,174,225,284,357,442,544,669,853
1675,420,518,638,784,956,1160,1407,1738
1676,403,499,614,754,921,1118,1356,1676
1677,344,428,528,649,795,967,1175,1457
1678,240,302,378,471,580,709,866,1089
1679,200,254,320,400,497,610,746,947
1680,301,376,467,575,704,857,1043,1298
1681,368,457,563,692,845,1026,1248,1543
1682,165,211,267,337,419,516,635,810
1683,117,156,202,258,325,403,500,655
1684,148,194,247,314,391,482,593,767
1685,347,429,532,653,800,973,1183,1466
1686,149,194,247,312,389,479,591,760
1687,388,482,593,727,887,1077,1306,1614
1688,344,428,530,651,797,970,1178,1463
1689,274,345,429,530,649,792,967,1207
1690,239,300,376,468,578,707,863,1086
1691,234,295,370,461,568,694,847,1067
1692,350,435,539,661,810,985,1196,1484
1693,361,446,550,677,828,1006,1222,1512
1694,209,266,334,416,514,630,772,975
1695,261,329,412,510,628,766,934,1173
1696,329,410,508,625,765,931,1134,1408
1697,214,270,338,422,520,637,781,983
1698,421,519,638,784,957,1162,1410,1740
1699,421,520,640,785,956,1161,1407,1737
1700,248,311,387,482,595,727,887,1113
1701,285,355,443,549,674,822,1001,1252
1702,297,372,462,569,698,851,1037,1292
1703,253,319,399,495,608,742,907,1138
1704,262,327,408,506,621,759,926,1158
1705,237,297,371,463,571,698,853,1072
1706,204,261,328,409,505,619,758,960
1707,310,385,479,589,722,879,1068,1329
1708,177,226,286,361,450,553,677,866
1709,162,210,269,341,424,521,641,827
1710,237,300,377,470,579,708,864,1091
1711,223,281,353,442,546,668,815,1031
1712,126,164,214,274,345,427,527,690
1713,429,528,649,796,970,1177,1429,1760
1714,145,189,241,305,382,472,581,750
1715,336,419,520,641,785,955,1161,1445
1716,184,235,297,373,462,568,695,885
1717,261,329,412,510,628,766,936,1175
1718,229,290,362,449,554,678,828,1041
1719,439,540,663,814,990,1201,1457,1794
1720,267,334,415,513,631,770,940,1173
1721,384,475,584,719,879,1068,1296,1603
1722,414,511,627,770,940,1141,1385,1708
1723,248,311,387,482,592,724,883,1107
1724,184,235,298,373,463,568,698,888
1725,223,284,355,440,544,665,812,1023
1726,211,267,337,421,521,638,779,988
1727,261,328,408,504,620,757,924,1154
1728,160,208,266,334,416,512,630,810
1729,211,269,337,419,518,635,775,979
1730,403,499,614,751,918,1114,1353,1669
1731,115,154,199,253,318,395,490,641
1732,232,294,369,460,568,695,848,1072
1733,352,436,540,665,811,987,1199,1487
1734,332,414,514,633,776,944,1149,1430
1735,334,417,514,633,774,942,1144,1420
1736,319,397,493,608,743,904,1101,1369
1737,336,419,517,637,781,950,1155,1435
1738,422,522,643,788,963,1168,1416,1750
1739,157,203,258,325,405,499,615,788
1740,143,187,238,304,380,469,577,748
1741,172,219,279,351,435,535,658,839
1742,235,296,371,461,567,693,847,1064
1743,120,158,206,264,330,409,507,664
1744,110,146,191,245,310,385,475,628
1745,181,231,293,369,460,565,691,884
1746,204,261,327,407,504,618,756,956
1747,314,393,488,602,738,898,1093,1363
1748,142,186,239,303,379,468,577,748
1749,272,340,424,525,644,785,958,1197
1750,169,218,276,348,435,535,657,842
1751,187,240,304,379,471,578,707,901
1752,422,520,641,785,958,1163,1412,1741
1753,256,322,402,497,610,745,910,1138
1754,313,390,482,593,727,885,1079,1338
1755,385,477,589,723,882,1071,1299,1608
1756,264,332,414,511,627,765,934,1167
1757,423,524,645,789,961,1166,1416,1746
1758,135,175,224,287,358,443,547,708
1759,270,338,421,523,644,786,959,1201
1760,211,268,336,421,520,637,779,986
1761,115,151,198,254,319,396,490,644
1762,433,536,657,805,980,1189,1441,1776
1763,315,393,487,599,734,893,1087,1351
1764,382,474,585,719,878,1067,1295,1604
1765,306,381,474,585,717,873,1062,1324
1766,173,224,283,355,442,543,667,852
1767,331,411,510,628,770,937,1139,1416
1768,350,435,536,660,806,981,1191,1476
1769,397,490,603,739,903,1097,1331,1643
1770,233,294,367,454,562,687,839,1053
1771,276,345,430,533,655,799,972,1217
1772,304,379,469,580,712,867,1055,1314
1773,400,494,608,746,912,1107,1343,1659
1774,372,460,569,697,851,1034,1257,1553
1775,280,352,439,541,664,810,988,1234
1776,136,177,227,290,365,451,557,723
1777,150,195,249,314,392,484,595,767
1778,361,449,554,683,835,1016,1234,1531
1779,444,548,672,822,1000,1213,1472,1810
1780,190,241,305,380,472,579,710,900
1781,198,253,320,398,494,605,743,942
1782,263,329,411,508,626,764,933,1167
1783,149,193,248,315,395,487,599,776
1784,436,536,660,810,988,1199,1453,1793
1785,300,375,467,575,706,860,1048,1307
1786,280,352,439,543,668,815,992,1243
1787,277,345,430,532,655,799,975,1217
1788,266,335,418,517,637,778,948,1189
1789,181,231,294,369,457,561,689,878
1790,387,479,591,723,884,1074,1304,1611
1791,139,183,234,298,373,461,568,738
1792,191,245,310,386,478,587,718,913
1793,270,340,423,526,645,787,960,1203
1794,379,471,582,716,874,1061,1288,1597
1795,389,482,595,732,892,1083,1316,1628
1796,221,279,352,438,542,664,811,1025
1797,254,320,400,498,613,748,914,1149
1798,126,165,215,276,346,428,529,693
1799,175,226,287,362,450,553,679,871
1800,445,549,675,825,1007,1221,1480,1824
1801,240,303,378,470,578,707,862,1083
1802,310,387,480,590,722,880,1070,1330
1803,279,348,432,536,658,802,977,1220
1804,165,213,272,341,423,521,641,820
1805,182,232,293,368,455,559,688,873
1806,421,518,638,782,954,1158,1406,1733
1807,296,368,457,563,691,842,1025,1275
1808,141,182,233,297,371,459,565,730
1809,282,352,437,541,663,808,985,1228
1810,213,272,340,423,524,642,784,991
1811,126,164,212,270,337,418,517,671
1812,189,240,303,378,470,577,706,896
1813,121,158,205,264,332,411,509,666
1814,377,466,574,703,860,1045,1270,1568
1815,328,409,507,623,763,929,1131,1405
1816,365,453,560,690,844,1025,1246,1546
1817,148,193,247,310,387,478,590,759
1818,206,262,329,411,508,622,762,964
1819,265,332,413,513,630,769,939,1174
1820,155,199,253,321,400,494,606,779
1821,272,342,426,528,647,790,962,1204
1822,238,300,376,469,580,708,864,1090
1823,260,327,407,504,620,757,922,1155
1824,190,244,307,386,477,586,719,914
1825,449,555,682,835,1017,1233,1495,1843
1826,319,396,492,608,744,906,1102,1372
1827,315,394,488,600,735,895,1089,1354
1828,420,517,637,781,953,1157,1402,1730
1829,221,278,350,437,539,660,805,1017
1830,189,241,306,381,473,581,712,905
1831,287,358,447,551,676,825,1004,1253
1832,399,492,607,744,910,1105,1340,1656
1833,230,292,367,457,562,687,840,1060
1834,259,324,403,501,615,751,916,1146
1835,447,549,673,823,1003,1217,1474,1812
1836,295,367,457,566,694,846,1030,1285
1837,347,430,532,653,800,973,1184,1466
1838,446,548,672,821,1000,1213,1471,1807
1839,197,252,318,400,495,607,744,947
1840,116,154,202,260,327,406,503,664
1841,448,553,680,830,1010,1225,1487,1829
1842,343,425,524,645,789,960,1167,1445
1843,413,509,625,766,934,1134,1377,1695
1844,224,283,355,442,547,669,817,1031
1845,198,252,316,394,487,597,730,923
1846,239,302,379,472,581,710,866,1092
1847,163,210,268,336,419,516,633,812
1848,157,201,256,323,404,497,611,783
1849,389,482,592,725,885,1075,1305,1610
1850,261,328,410,509,625,763,932,1168
1851,139,181,232,297,373,460,567,737
1852,253,319,397,492,606,740,902,1131
1853,447,549,675,826,1008,1222,1481,1823
1854,211,269,337,421,521,638,782,989
1855,183,233,293,368,456,560,686,871
1856,175,224,283,356,443,544,669,852
1857,333,413,509,626,766,932,1133,1402
1858,247,309,388,483,597,729,889,1119
1859,215,273,342,426,528,647,792,1000
1860,391,484,595,732,893,1085,1317,1628
1861,390,484,595,732,893,1085,1318,1629
1862,234,294,367,455,561,687,839,1052
1863,165,213,271,341,426,525,644,827
1864,316,394,490,604,741,902,1099,1369
1865,321,400,494,611,749,912,1109,1380
1866,420,520,638,784,957,1161,1409,1739
1867,209,267,337,420,519,636,777,986
1868,155,201,257,326,407,502,619,798
1869,377,466,576,709,866,1052,1277,1582
1870,147,191,245,310,386,477,587,758
1871,250,315,393,487,599,732,894,1120
1872,411,507,624,767,935,1135,1377,1700
1873,243,306,382,475,586,717,876,1100
1874,371,459,568,696,850,1033,1254,1552
1875,190,241,306,383,475,584,716,910
1876,224,285,356,445,548,670,820,1034
1877,329,409,507,625,765,932,1132,1408
1878,237,297,373,463,571,698,853,1072
1879,142,184,237,299,372,460,567,731
1880,384,477,586,718,877,1065,1293,1597
1881,206,263,330,412,511,627,767,972
1882,257,321,400,498,613,748,912,1143
1883,240,303,378,468,578,707,862,1083
1884,420,519,637,781,952,1156,1403,1729
1885,365,454,559,687,839,1020,1240,1534
1886,239,303,378,468,578,706,864,1085
1887,377,465,574,705,860,1045,1267,1567
1888,245,310,389,483,593,725,885,1114
1889,355,440,543,670,820,998,1212,1504
1890,362,449,553,680,832,1012,1230,1522
1891,414,510,627,770,939,1140,1384,1706
1892,149,193,248,312,390,481,593,764
1893,367,456,564,693,846,1028,1248,1547
1894,244,308,385,476,587,718,875,1099
1895,277,345,431,532,652,796,969,1210
1896,449,553,680,834,1014,1230,1490,1836
1897,121,160,208,264,330,410,505,660
1898,360,447,551,679,828,1007,1223,1515
1899,265,334,416,514,633,772,940,1178
1900,360,445,551,677,829,1008,1225,1518
1901,345,427,528,648,794,966,1175,1455
1902,211,268,336,418,518,635,778,982
1903,369,458,564,692,847,1029,1249,1545
1904,262,328,411,509,627,765,932,1170
1905,110,145,188,240,304,378,470,615
1906,176,224,286,357,444,545,671,854
1907,395,488,601,737,900,1093,1327,1638
1908,231,292,365,454,561,687,839,1056
1909,118,158,203,259,325,403,498,651
1910,235,296,372,464,571,698,852,1074
1911,133,174,223,283,355,439,542,702
1912,292,365,454,561,687,837,1020,1272
1913,382,473,585,718,878,1067,1296,1605
1914,431,531,654,801,975,1183,1435,1768
1915,226,284,356,442,547,670,820,1031
1916,380,469,577,707,863,1049,1273,1570
1917,419,516,633,774,946,1148,1393,1714
1918,385,476,588,723,882,1071,1301,1610
1919,403,499,615,754,921,1118,1356,1676
1920,223,284,355,442,546,668,818,1031
1921,345,430,530,654,800,973,1181,1467
1922,392,485,598,732,892,1084,1316,1624
1923,421,519,638,782,953,1156,1401,1727
1924,365,451,558,686,837,1017,1234,1528
1925,217,273,345,430,532,652,798,1008
1926,174,225,284,357,443,545,668,854
1927,205,259,326,406,501,614,752,948
1928,266,333,414,511,628,766,934,1165
1929,204,260,328,410,506,620,760,963
1930,429,528,648,792,965,1171,1421,1747
1931,141,182,234,299,372,460,565,732
1932,400,494,609,749,915,1111,1349,1668
1933,229,290,363,450,554,678,828,1041
1934,377,467,575,706,863,1049,1272,1574
1935,305,381,471,580,713,869,1058,1316
1936,129,171,219,279,351,434,537,699
1937,421,520,641,787,958,1163,1411,1742
1938,136,179,229,291,363,449,554,718
1939,380,469,579,711,869,1055,1280,1583
1940,398,492,604,741,903,1097,1333,1642
1941,316,393,486,601,738,898,1094,1361
1942,229,289,363,454,559,684,835,1055
1943,445,549,674,827,1007,1221,1480,1824
1944,395,487,601,739,902,1095,1330,1644
1945,144,188,240,305,383,473,582,754
1946,230,289,363,454,559,683,835,1053
1947,344,429,529,649,794,965,1172,1452
1948,226,285,358,447,552,675,826,1042
1949,323,401,497,613,750,913,1111,1380
1950,314,392,487,599,735,895,1090,1356
1951,184,236,297,371,461,566,694,881
1952,255,319,398,496,609,743,906,1136
1953,389,480,592,729,890,1081,1313,1624
1954,386,478,590,726,886,1077,1307,1619
1955,135,177,227,290,363,449,553,719
1956,273,343,427,530,651,794,967,1212
1957,391,482,595,732,893,1085,1317,1628
1958,297,369,457,565,694,846,1031,1282
1959,216,274,346,433,533,653,797,1011
1960,136,177,228,290,363,448,554,718
1961,217,274,346,433,534,654,799,1012
1962,173,221,279,351,435,535,658,837
1963,371,460,568,699,855,1039,1264,1566
1964,244,307,384,475,584,713,872,1092
1965,324,402,496,612,751,914,1112,1380
1966,427,526,648,796,971,1178,1427,1763
1967,176,227,287,362,448,551,677,865
1968,329,411,507,623,764,929,1129,1402
1969,433,533,653,800,976,1184,1436,1767
1970,355,442,545,668,817,994,1207,1494
1971,179,229,289,363,450,553,680,864
1972,152,198,255,320,399,492,605,781
1973,396,490,602,741,905,1100,1336,1651
1974,448,554,680,832,1014,1230,1492,1838
1975,329,409,507,625,765,930,1131,1406
1976,243,307,383,475,586,716,873,1097
1977,187,239,301,376,468,575,704,895
1978,301,375,464,574,704,858,1044,1300
1979,296,371,462,569,698,850,1035,1292
1980,299,373,464,571,700,854,1039,1294
1981,285,358,444,550,677,825,1004,1256
1982,420,520,638,780,953,1157,1404,1730
1983,422,519,640,786,957,1161,1409,1738
1984,129,171,219,278,347,429,529,687
1985,188,241,305,384,477,585,716,915
1986,312,387,480,594,728,886,1080,1343
1987,140,184,237,299,375,463,570,740
1988,446,548,672,821,1001,1214,1473,1809
1989,374,462,571,703,860,1045,1268,1572
1990,440,542,665,812,989,1200,1455,1788
1991,380,469,579,710,868,1054,1280,1582
1992,203,260,327,410,507,621,761,966
1993,268,338,422,524,643,785,956,1201
1994,276,347,431,533,656,801,976,1221
1995,275,344,427,529,651,794,968,1209
1996,269,336,417,518,639,779,951,1189
1997,326,407,503,618,756,921,1120,1390
1998,298,374,465,574,704,857,1045,1304
1999,400,496,609,749,913,1108,1346,1662
2000,162,208,267,336,420,517,637,818
2001,323,404,500,614,752,915,1114,1383
2002,256,321,401,499,613,749,913,1146
2003,353,439,543,668,816,992,1205,1495
2004,210,267,337,422,522,640,782,993
2005,151,197,251,316,395,487,601,773
2006,230,291,366,457,564,690,841,1064
2007,407,504,622,761,930,1129,1369,1692
2008,170,220,281,353,438,539,663,850
2009,136,176,227,290,362,447,553,717
2010,126,165,214,273,341,422,522,680
2011,200,256,321,400,496,608,746,944
2012,191,243,308,385,476,584,717,910
2013,413,509,627,769,937,1137,1381,1703
2014,405,499,614,752,919,1115,1355,1670
2015,381,470,580,713,871,1058,1284,1588
2016,285,356,444,549,672,820,1000,1248
2017,363,450,555,681,831,1011,1227,1518
2018,194,247,313,392,486,596,729,928
2019,211,267,335,418,516,633,773,976
2020,445,547,673,825,1004,1218,1478,1820
2021,256,322,401,496,610,744,909,1137
2022,355,440,542,668,818,994,1207,1496
2023,338,421,520,640,785,955,1160,1441
2024,209,267,334,419,517,633,775,981
2025,163,211,268,336,420,517,635,814
2026,401,494,610,748,913,1109,1345,1662
2027,279,349,435,540,664,809,986,1235
2028,256,320,400,494,609,743,908,1135
2029,415,511,630,774,945,1147,1391,1719
2030,251,314,394,490,603,737,899,1130
2031,328,407,503,622,760,925,1125,1397
2032,335,416,515,635,779,948,1153,1433
2033,233,293,367,456,563,689,842,1059
2034,147,191,245,309,387,477,587,758
2035,168,218,278,348,432,532,653,837
2036,271,339,421,522,641,782,955,1192
2037,322,402,497,611,748,911,1107,1375
2038,232,293,369,459,566,692,847,1068
2039,348,434,537,662,808,983,1196,1485
2040,188,239,301,377,468,574,706,894
2041,271,341,425,526,648,790,965,1208
2042,320,399,493,608,745,907,1104,1372
2043,352,435,539,663,811,987,1199,1487
2044,199,255,322,403,500,613,750,955
2045,324,405,501,616,755,919,1117,1389
2046,125,163,210,270,340,421,520,679
2047,239,301,375,468,575,704,858,1078
2048,151,194,248,313,390,481,593,761
2049,339,422,520,642,786,957,1163,1444
2050,137,178,229,293,368,455,562,731
2051,229,289,361,451,556,680,830,1046
2052,401,494,610,746,909,1104,1340,1652
2053,317,393,487,600,735,895,1088,1351
2054,410,507,624,766,935,1135,1376,1700
2055,256,321,400,494,610,745,908,1136
2056,344,427,526,649,795,967,1174,1457
2057,191,243,306,385,476,584,716,909
2058,164,210,267,337,418,515,633,809
2059,195,249,313,393,488,598,733,931
2060,267,336,418,516,633,773,943,1178
2061,327,406,503,621,761,927,1127,1401
2062,143,185,238,300,374,462,568,733
2063,244,307,385,480,590,721,881,1109
2064,367,454,559,686,840,1021,1241,1533
2065,268,336,418,520,638,779,949,1189
2066,249,312,388,484,595,727,888,1113
2067,163,212,271,341,423,520,640,822
2068,409,504,621,762,931,1130,1369,1692
2069,384,474,583,717,875,1063,1291,1594
2070,428,528,647,795,968,1175,1424,1755
2071,182,234,295,369,460,565,693,883
2072,130,171,221,279,351,434,535,696
2073,261,329,412,509,625,763,931,1167
2074,225,283,356,445,549,672,820,1036
2075,390,482,593,726,885,1075,1303,1607
2076,237,298,373,463,572,699,854,1073
2077,423,523,641,784,958,1162,1411,1737
2078,434,534,655,800,975,1183,1436,1764
2079,332,413,511,632,774,941,1146,1425
2080,343,425,524,645,788,959,1167,1444
2081,321,399,496,613,749,912,1110,1382
2082,414,513,630,772,940,1141,1385,1707
2083,373,462,569,699,856,1040,1263,1563
2084,241,302,377,468,579,707,865,1084
2085,264,333,414,514,633,773,943,1182
2086,380,472,583,714,873,1060,1289,1594
2087,197,251,318,398,493,604,739,940
2088,165,214,271,341,424,521,642,821
2089,224,283,354,442,545,667,815,1027
2090,144,186,238,302,379,468,578,746
2091,393,487,599,735,896,1089,1322,1632
2092,322,401,496,611,749,912,1110,1379
2093,211,269,338,422,522,639,781,989
2094,334,414,512,629,770,938,1140,1413
2095,325,403,500,616,755,918,1116,1387
2096,165,213,272,344,427,526,647,831
2097,167,214,271,342,426,524,645,824
2098,149,195,248,315,395,487,600,776
2099,146,190,244,310,386,476,586,758
2100,241,305,382,474,583,712,871,1095
2101,326,404,500,617,754,918,1118,1386
2102,217,274,343,428,531,650,794,1002
2103,402,497,611,751,918,1114,1352,1671
2104,222,281,352,440,543,664,813,1026
2105,217,273,343,430,532,651,797,1007
2106,398,494,607,744,907,1101,1335,1649
2107,373,464,573,705,863,1049,1273,1580
2108,396,489,602,739,903,1096,1329,1642
2109,178,227,287,363,452,555,682,871
2110,167,216,274,343,427,525,645,824
2111,117,153,199,254,321,399,493,645
2112,394,488,600,736,899,1092,1325,1637
2113,224,284,356,443,546,668,816,1029
2114,178,229,289,364,451,554,680,867
2115,373,462,568,700,856,1040,1265,1564
2116,122,160,207,263,329,408,505,656
2117,183,233,295,368,458,563,690,877
2118,299,375,466,574,703,857,1042,1300
2119,254,321,402,498,612,748,912,1146
2120,382,474,586,721,879,1068,1297,1607
2121,421,518,638,784,955,1159,1406,1735
2122,190,244,309,386,479,588,719,917
2123,289,363,451,559,687,837,1019,1275
2124,297,370,461,568,698,851,1037,1293
2125,382,472,581,713,871,1058,1286,1587
2126,404,499,614,755,921,1118,1358,1677
2127,415,512,629,769,938,1139,1381,1701
2128,227,287,359,445,549,672,822,1033
2129,353,438,541,666,814,989,1202,1490
2130,129,171,220,281,351,434,536,699
2131,287,359,448,552,678,827,1006,1257
2132,182,232,295,372,462,567,696,889
2133,225,286,360,450,555,679,829,1050
2134,296,369,457,563,693,844,1029,1280
2135,197,250,315,392,486,597,731,925
2136,130,170,219,279,350,433,534,695
2137,146,191,246,311,389,480,593,768
2138,132,174,225,287,361,447,550,720
2139,209,265,333,418,516,632,775,981
2140,348,432,535,656,801,974,1185,1467
2141,434,537,661,809,988,1198,1454,1794
2142,354,439,543,666,815,991,1204,1491
2143,378,470,579,713,869,1056,1281,1587
2144,436,536,660,808,986,1196,1449,1786
2145,177,228,289,362,449,552,678,865
2146,281,351,437,540,663,809,985,1230
2147,421,521,642,787,960,1165,1412,1745
2148,266,332,413,512,631,770,937,1172
2149,425,525,645,791,965,1171,1421,1752
2150,231,290,362,450,555,679,831,1042
2151,135,178,229,289,364,450,553,720
2152,303,378,467,579,711,866,1054,1313
2153,217,273,342,427,527,646,788,994
2154,151,197,251,319,397,490,602,778
2155,361,448,554,682,833,1012,1229,1524
2156,329,410,508,628,767,934,1135,1413
2157,400,494,608,744,910,1105,1340,1654
2158,231,293,367,457,565,691,844,1065
2159,244,308,386,481,591,722,881,1110
2160,248,313,392,488,602,735,896,1129
2161,323,401,496,610,747,909,1105,1371
2162,437,539,663,813,990,1202,1456,1796
2163,433,533,653,800,974,1182,1434,1763
2164,387,480,593,729,892,1083,1314,1629
2165,445,547,671,821,1002,1215,1474,1813
2166,284,355,440,544,670,816,994,1240
2167,421,518,637,779,949,1152,1396,1719
2168,306,382,473,585,718,875,1063,1326
2169,229,290,362,451,555,680,832,1046
2170,417,514,634,778,949,1152,1398,1726
2171,336,418,517,637,778,947,1152,1429
2172,288,359,445,548,673,821,1001,1244
2173,301,377,468,578,708,863,1049,1309
2174,358,444,547,674,824,1002,1218,1508
2175,382,472,583,716,876,1065,1291,1599
2176,319,397,490,605,739,900,1094,1358
2177,332,412,511,632,774,942,1145,1425
2178,297,369,459,568,696,848,1032,1286
2179,393,487,598,734,896,1089,1320,1631
2180,420,518,637,781,951,1154,1400,1726
2181,348,432,535,659,808,982,1192,1482
2182,127,166,215,273,341,422,523,679
2183,349,435,536,661,809,984,1197,1485
2184,270,340,423,523,642,783,956,1195
2185,368,456,562,689,843,1024,1245,1539
2186,265,334,417,519,636,777,947,1189
2187,368,457,562,692,846,1028,1247,1545
2188,119,159,207,265,334,414,511,674
2189,345,428,528,650,796,968,1177,1459
2190,329,410,506,623,764,929,1131,1403
2191,246,308,384,475,585,715,872,1091
2192,366,453,558,686,838,1018,1237,1529
2193,175,223,282,353,437,538,661,839
2194,410,508,626,769,939,1140,1381,1710
2195,188,240,303,380,471,579,711,903
2196,229,288,362,451,557,682,834,1051
2197,414,511,628,772,942,1143,1386,1711
2198,399,492,607,746,912,1107,1342,1660
2199,259,326,405,504,621,759,927,1162
2200,450,556,683,837,1018,1235,1496,1844
2201,209,267,336,417,517,634,776,982
2202,428,529,649,794,969,1176,1427,1757
2203,203,259,327,407,503,617,755,957
2204,152,195,251,316,393,485,596,766
2205,151,196,250,316,393,484,595,766
2206,449,553,678,829,1009,1224,1483,1823
2207,387,480,592,726,887,1077,1306,1616
2208,188,241,304,380,469,576,707,897
2209,224,282,354,439,543,665,814,1024
2210,136,178,229,293,366,453,558,727
2211,251,314,392,487,601,734,897,1124
